inventor_id,name,country
fl:da_ln:garber-1,Daniel Eugene Garber,Unknown
fl:da_ln:moloney-4,David Moloney,Unknown
fl:an_ln:patsialou-1,Antonia Patsialou,Unknown
fl:ya_ln:yamamoto-21,Yasuyuki Yamamoto,Unknown
fl:to_ln:iguchi-6,Toshihiro Iguchi,Unknown
fl:pa_ln:leichliter-1,Patricia Leichliter,Unknown
fl:yo_ln:saiki-2,Yoshiyuki Saiki,Unknown
fl:yu_ln:nakaya-8,Yuichiro Nakaya,Unknown
fl:ta_ln:hayamizu-2,Taichi Hayamizu,Unknown
fl:mi_ln:diehl-2,Michael William Diehl,Unknown
fl:ch_ln:kim-260,Chang Hyun Kim,Unknown
fl:al_ln:pryke-1,Alexander Pryke,Unknown
fl:th_ln:harvey-7,Thomas Harvey,Unknown
fl:la_ln:kuru-2,Lauri Kuru,Unknown
fl:pa_ln:naughton-2,Patrick J. Naughton,Unknown
fl:mi_ln:krohn-4,Michael Krohn,Unknown
fl:ni_ln:forrow-1,Nigel J. Forrow,Unknown
fl:pu_ln:khandelwal-3,Puneet Khandelwal,Unknown
fl:ki_ln:lee-333,Ki-ju Lee,Unknown
fl:va_ln:krivokrysenko-1,Vadim Krivokrysenko,Unknown
fl:je_ln:canaday-1,Jessica Canaday,Unknown
fl:an_ln:hettman-1,Andreas Hettman,Unknown
fl:j._ln:dooley-1,J. G. Dooley,Unknown
fl:af_ln:khan-8,Affan Khan,Unknown
fl:mi_ln:kitani-2,Mitsuhiro Kitani,Unknown
fl:yu_ln:obara-3,Yutaro Obara,Unknown
fl:br_ln:slone-1,Brian W. Slone,Unknown
fl:me_ln:jack-1,Mervyn A. Jack,Unknown
fl:le_ln:geoghegan-1,Leif GEOGHEGAN,Unknown
fl:ma_ln:porcsmakkay-1,Marta Porcs-Makkay,Unknown
fl:ro_ln:brandi-1,Roberto Brandi,Unknown
fl:pa_ln:goncalo-1,Paulo Goncalo,Unknown
fl:jo_ln:schopf-6,John Michael Schopf,Unknown
fl:su_ln:singh-61,Sudhanshu Shekhar Singh,Unknown
fl:mo_ln:toriyama-2,Motohiro Toriyama,Unknown
fl:ko_ln:uno-7,Koji Uno,Unknown
fl:ja_ln:jurmain-1,Jacob Curtis Jurmain,Unknown
fl:ma_ln:bueno-3,Manuel Kenneth Bueno,Unknown
fl:ch_ln:lin-1058,Chung-Yan Lin,Unknown
fl:kl_ln:behnke-1,Klaus Behnke,Unknown
fl:ta_ln:aoyama-24,Tatsuji Aoyama,Unknown
fl:ch_ln:song-90,Cheolock Song,Unknown
fl:be_ln:duesel-1,"Bernard F. Duesel, Jr.",Unknown
fl:na_ln:kamiya-6,Naoki Kamiya,Unknown
fl:se_ln:gigleux-1,Sébastien Gigleux,Unknown
fl:he_ln:kniepkamp-1,Hermann Kniepkamp,Unknown
fl:pa_ln:lubock-1,Paul Lubock,Unknown
fl:bj_ln:schreiner-1,Bjorn Schreiner,Unknown
fl:no_ln:kirihara-1,Nobuyuki Kirihara,Unknown
fl:ji_ln:liu-687,Jingfeng Liu,Unknown
fl:er_ln:baas-1,Erik Baas,Unknown
fl:me_ln:killion-1,Mead C. Killion,Unknown
fl:we_ln:chiang-11,Wen-Chuan Chiang,Unknown
fl:yi_ln:chen-344,Yin Chen,Unknown
fl:me_ln:mossbrook-2,Mendy W. Mossbrook,Unknown
fl:no_ln:shibata-16,Nobuho Shibata,Unknown
fl:ju_ln:ohtani-2,Jun Ohtani,Unknown
fl:ma_ln:yamashita-32,Masahiro Yamashita,Unknown
fl:il_ln:paz-1,Ilan Paz,Unknown
fl:jo_ln:favre-1,John A. Favre,Unknown
fl:yo_ln:shimamune-1,Yosuke Shimamune,Unknown
fl:mi_ln:xu-63,Min Xu,Unknown
fl:ba_ln:mangat-1,Balinder Mangat,Unknown
002i7le3ht3f0xh4g24xxp4bk,Martin Von der Emder,Unknown
fl:qi_ln:xia-9,Qi Xia,Unknown
fl:jo_ln:bulman-3,Jospeh G. Bulman,Unknown
fl:go_ln:sande-2,Gorm Sande,Unknown
fl:ma_ln:yamane-9,Masayuki Yamane,Unknown
fl:mo_ln:kalkunte-1,Mohan Kalkunte,Unknown
fl:fe_ln:xu-6,Feng Xu,Unknown
fl:me_ln:peker-1,Melih Peker,Unknown
fl:ta_ln:ishida-36,Takashi Ishida,Unknown
fl:si_ln:askestad-1,Sigmund Askestad,Unknown
fl:fr_ln:pansari-1,"Frank Pansari, Jr.",Unknown
fl:sc_ln:caputo-1,Scott A. Caputo,Unknown
fl:ge_ln:krumpe-1,Geraint Krumpe,Unknown
fl:ch_ln:kuhn-2,Christian Kuhn,Unknown
fl:la_ln:blatt-1,Lawrence M. Blatt,Unknown
fl:br_ln:dunne-7,Brendan Dunne,Unknown
fl:al_ln:hooper-4,Alan Hooper,Unknown
fl:ma_ln:krohn-7,Manfred Krohn,Unknown
fl:ro_ln:navon-1,Roy NAVON,Unknown
fl:ju_ln:oh-114,Jung Yeob Oh,Unknown
fl:da_ln:cooke-15,David Cooke,Unknown
fl:ak_ln:imaizumi-1,Akira Imaizumi,Unknown
fl:su_ln:naing-1,Sue Mon Thet Naing,Unknown
fl:pa_ln:kastner-1,Paul A. Kastner,Unknown
fl:jo_ln:marcinkiewicz-3,Joseph G. Marcinkiewicz,Unknown
fl:al_ln:makriyannis-1,Alexandros Makriyannis,Unknown
fl:ga_ln:conde-1,Gabriel Dominguez Conde,Unknown
fl:ma_ln:huber-13,Matthaeus Huber,Unknown
fl:ch_ln:nagl-1,Christoph Nagl,Unknown
fl:da_ln:hull-5,David Hull,Unknown
fl:bu_ln:sawano-1,Bunji Sawano,Unknown
fl:ak_ln:tomitaka-1,Akihiro Tomitaka,Unknown
fl:ma_ln:nakajima-26,Masahiro Nakajima,Unknown
002kk214327fkuiseidips4dc,Clark Bullard,Unknown
fl:sa_ln:fujiwara-3,Satoshi Fujiwara,Unknown
fl:ca_ln:buczek-1,Carl J. Buczek,Unknown
fl:ch_ln:lerche-3,Christoph Lerche,Unknown
fl:ni_ln:zhang-18,Ning Zhang,Unknown
fl:to_ln:morgan-6,Tony Morgan,Unknown
fl:ro_ln:stiner-1,Roy E. Stiner,Unknown
fl:st_ln:hershey-2,Stephen A. Hershey,Unknown
fl:sh_ln:niwas-1,Shri Niwas,Unknown
fl:jo_ln:langan-2,John A. Langan,Unknown
fl:ji_ln:huang-339,Jiacheng Huang,Unknown
fl:to_ln:meling-1,Tor Meling,Unknown
fl:ch_ln:stoner-6,Charles S Stoner,Unknown
fl:ch_ln:smiechowski-1,Christina J. Smiechowski,Unknown
fl:ju_ln:gittinger-2,Jurgen Gittinger,Unknown
fl:jo_ln:arvan-1,John Arvan,Unknown
fl:ya_ln:kawakami-5,Yasushi Kawakami,Unknown
fl:de_ln:pedersen-3,Dennis Pedersen,Unknown
fl:mi_ln:tamada-3,Minoru Tamada,Unknown
fl:yu_ln:stangrit-1,Yuri Stangrit,Unknown
fl:re_ln:xu-16,Rex Xu,Unknown
fl:mi_ln:bowen-10,Michael A. Bowen,Unknown
fl:da_ln:salisbury-1,David E. M. Salisbury,Unknown
fl:th_ln:arnold-6,Thomas Arnold,Unknown
fl:ta_ln:baba-20,Takashi Baba,Unknown
fl:fr_ln:trombley-1,"Frederick W. Trombley, III",Unknown
fl:mi_ln:somerfield-2,Michael Paul Somerfield,Unknown
fl:be_ln:radier-1,Benoît Radier,Unknown
fl:xi_ln:huang-247,Xiaoteng HUANG,Unknown
fl:ke_ln:bjornson-1,Keith Bjornson,Unknown
fl:ai_ln:burgess-2,Aidan Robert Burgess,Unknown
fl:ha_ln:yu-62,Han Young Yu,Unknown
fl:ko_ln:yang-14,Kongqun Yang,Unknown
fl:sh_ln:iwasaki-21,Shiro Iwasaki,Unknown
fl:gu_ln:im-2,Guang-Jin Im,Unknown
fl:ma_ln:kurian-6,Manu Kurian,Unknown
fl:je_ln:parker-41,Jeremy Parker,Unknown
fl:ke_ln:lee-217,Kevin Lee,Unknown
fl:sc_ln:thompson-11,Scott Steadmon Thompson,Unknown
fl:co_ln:bacon-1,Cory S. Bacon,Unknown
fl:le_ln:polishuk-1,Leon Polishuk,Unknown
fl:ch_ln:eagan-3,Christopher S. Eagan,Unknown
fl:ma_ln:mock-7,Marcel Mock,Unknown
fl:me_ln:won-1,Melissa Won,Unknown
fl:he_ln:sitte-2,Hellmuth Sitte,Unknown
fl:bh_ln:gooray-1,Bhismadev Cyrus Gooray,Unknown
fl:li_ln:zhao-110,Li Zhao,Unknown
fl:al_ln:kauffmann-2,Alejandro Kauffmann,Unknown
fl:jo_ln:bergman-16,Johan Bergman,Unknown
fl:ro_ln:rose-47,Robyn J. Rose,Unknown
fl:ke_ln:miller-13,Kenneth F. Miller,Unknown
fl:da_ln:coster-2,Daniel J. Coster,Unknown
fl:pe_ln:leimstadtner-1,Peter Leimstadtner,Unknown
002o5u40s4awi4mvmntw8mqh1,Llana Belle Loewen,Unknown
fl:xi_ln:huang-78,Xiao Huang,Unknown
fl:ke_ln:coverdale-2,Kelly Coverdale,Unknown
fl:lo_ln:zeng-3,Long Zeng,Unknown
002ohnwojmiu4r0akwchg8vsn,Siegfried Sensis,Unknown
fl:ta_ln:fan-9,Ta-Cheng Fan,Unknown
fl:ra_ln:rendahl-1,Randy A. Rendahl,Unknown
fl:ta_ln:shintani-14,Taku Shintani,Unknown
fl:r._ln:thies-1,R. Scott Thies,Unknown
fl:ma_ln:sumiyoshi-6,Masaharu Sumiyoshi,Unknown
002otve7mteg5x8f2lpiq7c44,Claus-Dieter Haufe,Unknown
fl:ji_ln:jia-5,Jian-Shi Jia,Unknown
fl:sh_ln:wang-124,Shiou-Yu Wang,Unknown
fl:xi_ln:xu-340,Xiaozhong XU,Unknown
fl:co_ln:liu-8,Cong Liu,Unknown
fl:ph_ln:davidson-3,Philip L. Davidson,Unknown
fl:cl_ln:bailey-14,"Clyde C. Bailey, Jr.",Unknown
fl:ja_ln:sombrin-1,Jacques Sombrin,Unknown
fl:so_ln:wang-35,Song Wang,Unknown
fl:pe_ln:bertrand-1,Peter Scott Bertrand,Unknown
fl:ke_ln:liu-53,Ke Liu,Unknown
002pg0guixhldjunkc46xwmiv,Stavros Koulouridis,Unknown
fl:ke_ln:huang-75,Keng-Ming Huang,Unknown
fl:yu_ln:tsygankov-1,Yuri Tsygankov,Unknown
fl:ni_ln:blandford-2,Nicholas R. Blandford,Unknown
fl:ro_ln:williams-149,Roderick Patterson Winfield Williams,Unknown
fl:do_ln:whitman-2,Douglas F. Whitman,Unknown
fl:fu_ln:ishida-8,Futoshi Ishida,Unknown
fl:be_ln:shin-3,Beom Kyu Shin,Unknown
fl:ka_ln:hojo-5,Kazuhiko Hojo,Unknown
fl:te_ln:popmintchev-1,Tenio V. Popmintchev,Unknown
fl:se_ln:takahashi-22,Seiji Takahashi,Unknown
fl:ma_ln:carter-14,Marvin B. Carter,Unknown
fl:je_ln:eubanks-1,Jeremy D. Eubanks,Unknown
fl:ma_ln:villa-14,Manuela Villa,Unknown
fl:ke_ln:arvey-1,Ken Arvey,Unknown
fl:hy_ln:seo-94,Hyungtae SEO,Unknown
fl:sh_ln:wu-3,Sheng-Jiun Wu,Unknown
002qjgaii95dovcd12hc14bpc,Camille Colette Pierrette Leclerco,Unknown
fl:mu_ln:serizawa-1,Mutsumu Serizawa,Unknown
fl:br_ln:reid-7,Bruce A. Reid,Unknown
fl:sh_ln:zhang-633,Shichang ZHANG,Unknown
fl:ge_ln:balcar-1,Gerald P. Balcar,Unknown
fl:ji_ln:wang-920,Jianglin Wang,Unknown
fl:ry_ln:hanuschak-1,Ryan D. Hanuschak,Unknown
fl:zh_ln:zhao-200,Zhenshan Zhao,Unknown
fl:ma_ln:ohuchi-9,Masatoshi Ohuchi,Unknown
fl:to_ln:kiuchi-2,Tomokazu Kiuchi,Unknown
fl:ri_ln:burgess-1,"Richard J. Burgess, Jr.",Unknown
fl:je_ln:teng-8,Jennifer Teng,Unknown
fl:mi_ln:drzewinski-1,Michael Drzewinski,Unknown
fl:ma_ln:kato-33,Makoto Kato,Unknown
fl:ed_ln:warman-1,Eduardo N. Warman,Unknown
fl:wi_ln:grant-9,William P. Grant,Unknown
fl:ma_ln:rikukawa-1,Masahiro Rikukawa,Unknown
fl:jo_ln:wright-71,Joshua Wright,Unknown
fl:t._ln:shen-1,T. Y. Shen,Unknown
fl:hi_ln:sekiguchi-16,Hiroshi Sekiguchi,Unknown
fl:al_ln:mehmedagic-1,Alen Mehmedagic,Unknown
fl:ro_ln:wells-17,Robert V. Wells,Unknown
fl:xi_ln:wu-322,Xiaoyuan Wu,Unknown
fl:cl_ln:jorgenson-2,Clint C. Jorgenson,Unknown
fl:xi_ln:tang-89,Xingying Tang,Unknown
fl:he_ln:rowe-3,Herman D. Rowe,Unknown
fl:ky_ln:shin-124,Kyoung-Ju Shin,Unknown
fl:an_ln:graff-1,Andrew James Graff,Unknown
fl:sa_ln:oda-6,Satoshi Oda,Unknown
fl:ma_ln:kazumura-1,Masaru Kazumura,Unknown
fl:ta_ln:higashikawa-1,Takuji HIGASHIKAWA,Unknown
fl:ra_ln:bezwada-1,Rao S. Bezwada,Unknown
fl:to_ln:sugii-1,Toshio Sugii,Unknown
fl:jo_ln:gorman-17,"Joseph H. Gorman, III",Unknown
fl:an_ln:annunziata-2,Anthony J. Annunziata,Unknown
fl:eb_ln:abedifard-1,Ebrahim Abedifard,Unknown
fl:ku_ln:zhang-28,Kun Zhang,Unknown
fl:yu_ln:ishizaka-7,Yuji Ishizaka,Unknown
fl:mi_ln:sabin-1,Michael J. Sabin,Unknown
fl:ho_ln:bienert-1,Horst Bienert,Unknown
fl:ja_ln:brauker-1,James H. Brauker,Unknown
fl:de_ln:sadana-3,Devendra K. Sadana,Unknown
fl:ro_ln:boyden-1,Robert E. Boyden,Unknown
fl:th_ln:vogt-3,Thomas Vogt,Unknown
fl:ma_ln:drzymala-2,Mark Drzymala,Unknown
fl:ni_ln:hobson-3,Nicholas M. Hobson,Unknown
fl:jo_ln:scheinfield-1,Jordan Merrick Scheinfield,Unknown
fl:ge_ln:winfrey-1,Gerald N. Winfrey,Unknown
fl:tr_ln:nguyen-97,Trinh Nguyen,Unknown
fl:ju_ln:sellers-1,Justin Sellers,Unknown
fl:ji_ln:yang-307,Jianhua Yang,Unknown
fl:st_ln:elaile-1,Steven R. El Aile,Unknown
fl:be_ln:zierenberg-1,Bernd Zierenberg,Unknown
fl:ke_ln:schierbeek-2,Kenneth L. Schierbeek,Unknown
fl:st_ln:hullverson-1,Stephanie Hullverson,Unknown
fl:el_ln:stokesbury-1,Elwood L. Stokesbury,Unknown
fl:la_ln:howard-16,Layne Howard,Unknown
fl:ji_ln:son-2,Ji Won Son,Unknown
fl:ti_ln:desplaines-1,Timothy Scott Desplaines,Unknown
fl:ch_ln:yamazaki-7,Chiharu Yamazaki,Unknown
fl:ke_ln:lobb-1,Kenneth Alan Lobb,Unknown
fl:hy_ln:lim-47,Hyo Joon Lim,Unknown
fl:al_ln:lifson-1,Alexander Lifson,Unknown
fl:ge_ln:jeong-14,Geun-Young Jeong,Unknown
fl:cl_ln:smoyer-1,Clinton Smoyer,Unknown
fl:mi_ln:xuan-1,Minghua Xuan,Unknown
fl:ha_ln:murty-1,Hari N. Murty,Unknown
fl:ar_ln:bhattacharjee-6,Arindam Bhattacharjee,Unknown
fl:jo_ln:brettschneider-1,Johannes Brettschneider,Unknown
fl:kr_ln:scheponik-1,Kristoffer Steven Scheponik,Unknown
fl:br_ln:esch-3,Brian Esch,Unknown
fl:ja_ln:wark-1,James M. Wark,Unknown
fl:yo_ln:hwang-55,Yong-Jun Hwang,Unknown
fl:eh_ln:adabi-1,Ehsan Adabi,Unknown
fl:gr_ln:coolidge-1,Gregory T. Coolidge,Unknown
fl:jo_ln:mcconnell-8,John W. McConnell,Unknown
fl:kj_ln:andersen-2,Kjeld Andersen,Unknown
fl:sh_ln:eguchi-6,Shigenobu Eguchi,Unknown
fl:an_ln:madabhushi-1,Anant Madabhushi,Unknown
fl:ti_ln:schimke-2,Timothy J. Schimke,Unknown
fl:ri_ln:piechowicz-1,Richard Piechowicz,Unknown
fl:ki_ln:kelly-1,Kieran B. Kelly,Unknown
fl:ko_ln:hasegawa-3,Koji Hasegawa,Unknown
fl:ch_ln:wu-1129,Chih-Hung Wu,Unknown
fl:ji_ln:kim-363,Jin Woo Kim,Unknown
fl:gr_ln:rueblinger-1,Gregory Rueblinger,Unknown
002wary9qnnv6qkhbag8ho4hy,Evgenia A. Khorkova,Unknown
fl:an_ln:dierker-2,Andrew S. Dierker,Unknown
fl:da_ln:fischer-34,Dan E. Fischer,Unknown
fl:wa_ln:chen-124,Ward Chen,Unknown
fl:ar_ln:letiran-1,Arnaud LeTiran,Unknown
fl:os_ln:aboulnasr-1,Osman T. Aboul-Nasr,Unknown
fl:ma_ln:umezawa-7,Masaru Umezawa,Unknown
fl:ge_ln:schmidt-19,George Schmidt,Unknown
fl:gl_ln:tobias-1,Glenn Tobias,Unknown
fl:yo_ln:nakahara-22,Yo Nakahara,Unknown
fl:fr_ln:bertrand-3,Francois-Yves Bertrand,Unknown
fl:ro_ln:hatch-7,Robert P. Hatch,Unknown
fl:se_ln:lee-21,Se-Jin Lee,Unknown
002wzrhxfyj1m63ysvqzh3ym7,Stephen A. Leeper,Unknown
fl:na_ln:kondamuri-1,Nathan Kondamuri,Unknown
fl:sa_ln:lee-455,Sangheon Lee,Unknown
fl:ja_ln:mangs-2,Jan-Erik Mångs,Unknown
fl:pa_ln:stuart-4,Patrick Stuart,Unknown
fl:hi_ln:sato-89,Hirotsugu Sato,Unknown
fl:br_ln:hamel-1,Bradley J. Hamel,Unknown
fl:ru_ln:eaga-1,Rushil Eaga,Unknown
fl:el_ln:mcdonough-2,Elizabeth Mary McDonough,Unknown
fl:mi_ln:german-1,Michael Gregory German,Unknown
fl:an_ln:putnam-2,Andrew R. Putnam,Unknown
fl:ta_ln:shin-7,Taek-Sun Shin,Unknown
fl:er_ln:lai-8,Eric Lai,Unknown
fl:ma_ln:kuzmenka-1,Maksim Kuzmenka,Unknown
fl:va_ln:salapura-2,Valentina Salapura,Unknown
fl:su_ln:perrine-1,Susan P. Perrine,Unknown
fl:jo_ln:pearce-4,John J. Pearce,Unknown
fl:ju_ln:imai-10,Junichi Imai,Unknown
fl:fr_ln:redeker-2,Fred C. Redeker,Unknown
002ydt399hpgq46hu17ikphuq,George S Khan,Unknown
fl:sh_ln:cheng-191,SHAN-YONG CHENG,Unknown
fl:no_ln:hanai-2,Nobuo Hanai,Unknown
fl:w._ln:clark-2,W. Kenneth Clark,Unknown
fl:br_ln:kane-11,Brittin Kane,Unknown
fl:ma_ln:avakian-1,Manuel S. Avakian,Unknown
fl:ju_ln:hong-18,Jung-Hwan Hong,Unknown
fl:ge_ln:orth-1,Geoffrey A. Orth,Unknown
fl:ch_ln:hull-12,Charles W. Hull,Unknown
fl:ta_ln:ikeda-36,Tatsuro Ikeda,Unknown
fl:da_ln:shum-4,Danny Pak-Chum Shum,Unknown
fl:lu_ln:shifren-1,Lucian Shifren,Unknown
fl:st_ln:proctor-4,Steve Proctor,Unknown
fl:ar_ln:zeira-1,Ariela Zeira,Unknown
fl:ro_ln:bodamer-1,Roger Bodamer,Unknown
fl:we_ln:wu-30,Wenxuan Wu,Unknown
fl:sh_ln:ambe-1,Shekhar Ambe,Unknown
fl:na_ln:cannon-2,Nathaniel O. Cannon,Unknown
fl:ke_ln:takahashi-21,Kenzou Takahashi,Unknown
fl:ra_ln:lashinski-2,Randall T. Lashinski,Unknown
fl:li_ln:li-143,Li Li,Unknown
fl:sh_ln:hou-4,Shang-Yun Hou,Unknown
fl:ka_ln:wang-72,Kai Wang,Unknown
fl:yu_ln:jung-56,Yunsub Jung,Unknown
fl:an_ln:gaidam-1,Andrei-Cosmin Gaidam,Unknown
fl:jo_ln:muskin-1,Jon Muskin,Unknown
fl:ch_ln:small-3,Christopher Small,Unknown
fl:h._ln:ramagopal-1,H. S. Ramagopal,Unknown
fl:ma_ln:jurova-1,Maria Jurova,Unknown
fl:ku_ln:ito-9,Kuniyasu Ito,Unknown
0030labq0f2letyzpq42d2rb4,Wendy Bialek,Unknown
fl:ad_ln:ferguson-1,Adam Ferguson,Unknown
fl:na_ln:yin-4,Nanying Yin,Unknown
fl:jo_ln:wehrman-1,Joseph Gerard Wehrman,Unknown
fl:br_ln:hillstrom-1,Brian Hillstrom,Unknown
fl:an_ln:prager-1,Andre Prager,Unknown
fl:jo_ln:roquemore-1,"John Peter Roquemore, III",Unknown
fl:jo_ln:come-2,Jon Come,Unknown
fl:ro_ln:wham-2,Robert H. Wham,Unknown
fl:ga_ln:scherubel-1,Gary A. Scherubel,Unknown
fl:de_ln:wristers-2,Derick J. Wristers,Unknown
fl:do_ln:caldwell-1,Doug Caldwell,Unknown
fl:ro_ln:jacobs-16,Robert T. Jacobs,Unknown
fl:ma_ln:yoshihara-14,Masahiro Yoshihara,Unknown
fl:ak_ln:nishio-3,Akihiko Nishio,Unknown
fl:pa_ln:paddon-1,Paul J. Paddon,Unknown
fl:gl_ln:kirkpatrick-1,Glen Samuel Kirkpatrick,Unknown
0031xcoete6l5k1z3jqu14lm9,Clara Yvonne Nash-Owens,Unknown
fl:bo_ln:xing-2,Bo Xing,Unknown
fl:be_ln:travacca-1,Bertrand TRAVACCA,Unknown
fl:xe_ln:vang-1,Xeng Xue Vang,Unknown
fl:br_ln:gormley-4,Brian Gormley,Unknown
fl:ro_ln:horsley-1,Ronald L. Horsley,Unknown
fl:da_ln:zhang-70,David D. Zhang,Unknown
fl:je_ln:ji-5,Jeong-Beom Ji,Unknown
fl:kr_ln:iyer-10,Krishna Pichumani Iyer,Unknown
fl:da_ln:wadmark-1,David Wadmark,Unknown
fl:je_ln:ward-40,Jessica L. Ward,Unknown
fl:iy_ln:sakhnini-1,Iyab Issam Sakhnini,Unknown
fl:jo_ln:navia-3,"Jose A. Navia, Sr.",Unknown
fl:ja_ln:kalb-2,Jamie Kalb,Unknown
fl:is_ln:dulin-1,Isaac Dulin,Unknown
fl:ko_ln:sonoda-7,Kouichi Sonoda,Unknown
fl:te_ln:disingrini-1,Teresa Disingrini,Unknown
fl:da_ln:somerville-6,David H. Somerville,Unknown
fl:ma_ln:saito-84,Masaru Saito,Unknown
fl:ry_ln:isarai-1,Ryoji ISARAI,Unknown
fl:he_ln:ponbarry-1,Heather Pon-Barry,Unknown
fl:br_ln:drake-9,Brandon C. DRAKE,Unknown
fl:ch_ln:wan-71,Chen Wan,Unknown
fl:bi_ln:enlund-1,Birger S. I. Enlund,Unknown
fl:se_ln:fujiwara-4,Seishi Fujiwara,Unknown
fl:yo_ln:kim-1123,Yong Sun Kim,Unknown
fl:kr_ln:lemiegre-1,Kristof Lemiegre,Unknown
fl:na_ln:nishiki-1,Naomi Nishiki,Unknown
fl:lo_ln:li-32,Long Li,Unknown
fl:yi_ln:zhang-112,Ying Zhang,Unknown
fl:ku_ln:kuo-20,Kun-Sheng Kuo,Unknown
fl:da_ln:angel-3,David J. Angel,Unknown
fl:xi_ln:jin-19,Xiaoyan Jin,Unknown
fl:do_ln:dole-1,Douglas R. Dole,Unknown
0034bu9uifmra8ml2x11yqoc3,Frank J. Rumph,Unknown
fl:ch_ln:hsieh-339,Chih-Cheng Hsieh,Unknown
fl:mi_ln:kim-191,Min Kim,Unknown
fl:jo_ln:preiss-1,Jochen Preiss,Unknown
fl:ke_ln:mahaffey-1,Kevin Patrick Mahaffey,Unknown
fl:ya_ln:tsui-5,Yan Man Tsui,Unknown
fl:la_ln:krishnamurthy-2,Lakshminarayanan Krishnamurthy,Unknown
fl:to_ln:legler-1,Todd Legler,Unknown
fl:ho_ln:silver-2,Howard F. Silver,Unknown
fl:do_ln:parr-1,Douglas R. Parr,Unknown
fl:to_ln:mou-1,TongSheng Mou,Unknown
fl:ro_ln:steffen-4,Robert B. Steffen,Unknown
fl:ro_ln:hunt-6,Ronald James Hunt,Unknown
fl:da_ln:johnson-119,David A. Johnson,Unknown
fl:ed_ln:hummel-1,Edward Hummel,Unknown
fl:ma_ln:arbore-2,Mark Alan Arbore,Unknown
fl:mi_ln:feng-17,Milton Feng,Unknown
fl:pa_ln:lequere-1,Patrick Le Quere,Unknown
fl:de_ln:nagvekar-1,Devdatt S. Nagvekar,Unknown
fl:br_ln:garcia-3,Bryant Garcia,Unknown
fl:ka_ln:takatsu-5,Kazumasa Takatsu,Unknown
fl:di_ln:berlin-2,Diana Berlin,Unknown
fl:zi_ln:hermon-1,Ziv Hermon,Unknown
fl:li_ln:yu-134,Liang Yu,Unknown
fl:or_ln:wang-1,Orson S. Wang,Unknown
fl:an_ln:sidhu-1,Angad Sidhu,Unknown
fl:ji_ln:luo-48,Jialong Luo,Unknown
fl:an_ln:roesgen-1,André Roesgen,Unknown
fl:pa_ln:queveau-1,Paul Queveau,Unknown
fl:ge_ln:jensen-2,Georg W. Jensen,Unknown
fl:co_ln:chen-19,Cong Chen,Unknown
fl:ra_ln:mani-11,Ramamurthy Mani,Unknown
fl:no_ln:buske-1,Norbert Buske,Unknown
fl:ho_ln:rothenhofer-1,Horst Rothenhöfer,Unknown
fl:sa_ln:kurihara-4,Satoshi Kurihara,Unknown
fl:to_ln:saito-72,Toshitada Saito,Unknown
fl:su_ln:wi-3,Sung Kwon Wi,Unknown
fl:an_ln:bhargava-10,Anand Bhargava,Unknown
fl:pa_ln:nikitin-3,Pavel Nikitin,Unknown
0035yqq91ohgq3eiv73790j9h,Hugo Delattre,Unknown
fl:do_ln:goulet-2,Douglas P. Goulet,Unknown
fl:ji_ln:wang-788,Jian Wang,Unknown
fl:da_ln:holmes-25,David Holmes,Unknown
fl:ji_ln:olson-2,Jill Olson,Unknown
fl:wa_ln:mehnert-1,Walter Mehnert,Unknown
fl:ph_ln:massotte-1,Philippe Massotte,Unknown
fl:da_ln:inakoshi-1,Daisuke Inakoshi,Unknown
fl:sh_ln:liu-522,Shaoli Liu,Unknown
fl:ma_ln:creamer-2,Marianne Creamer,Unknown
fl:wi_ln:koutny-3,William Koutny,Unknown
fl:na_ln:kreutter-1,Nathan P. Kreutter,Unknown
fl:ya_ln:taniguchi-17,Yasuhiro Taniguchi,Unknown
fl:yo_ln:shim-45,Young Bo Shim,Unknown
fl:yo_ln:liu-99,Yong Liu,Unknown
fl:bl_ln:pelton-1,Blake D. Pelton,Unknown
fl:pe_ln:ramvall-1,Peter Ramvall,Unknown
fl:sh_ln:srivastava-13,Shefali Srivastava,Unknown
fl:ke_ln:murphy-38,Kevin D. Murphy,Unknown
fl:ro_ln:staib-2,Ronald R. Staib,Unknown
fl:fa_ln:moinzadeh-1,Farshad Moinzadeh,Unknown
fl:mi_ln:chan-1,Min Li Chan,Unknown
fl:ga_ln:voss-4,Gary I. Voss,Unknown
fl:jo_ln:hessler-2,John Hessler,Unknown
fl:mi_ln:saito-11,Michio Saito,Unknown
fl:ma_ln:wells-9,Matthew Robin Wells,Unknown
fl:je_ln:rho-6,Jeong Hee Rho,Unknown
fl:ri_ln:roberts-7,Richard D. Roberts,Unknown
fl:da_ln:kikuchi-7,Daisuke Kikuchi,Unknown
fl:ma_ln:wood-47,Matthew Shaw Wood,Unknown
fl:ma_ln:dsouza-1,Malcolm DSOUZA,Unknown
fl:wi_ln:avent-1,William Avent,Unknown
fl:al_ln:peacop-1,Alex Peacop,Unknown
fl:ri_ln:blatter-1,Richard Blatter,Unknown
fl:sh_ln:hadad-1,Sharon Hadad,Unknown
fl:ke_ln:kayano-2,Kengo Kayano,Unknown
fl:ka_ln:shibata-52,Kazuaki Shibata,Unknown
fl:ko_ln:iiyama-1,Koji Iiyama,Unknown
